ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_kit_phrase,variantTypes_en
we-pn003-sowati2016-3-1,"Ttongo toto we yäbäd a angde goklanän a särem a deyawinän, wel ulle da gongkamän pädoenen de kämag ma alle.",ttongo	toto=we	yäbäd=a	angde	g-o-kla-n-än	a	särem=a	d-ey-a-wi-n-än	wel	ulle=da	g-o-ngk-am-än	pädoe-nen=de	kämag	ma=alle,a	evening=ALL	sun=NOM	when	REM.INTR-RT.EXT.INTR-set-NPFV-REM|FUT.3SG`S|A	and	darkness=NOM	REM.TR-VEN-RT.EXT.TR-settle-NPFV-REM|FUT.3SG`S|A	wind	big=NOM	REM.INTR-RT.EXT.INTR-start-IV.NPL-REM|FUT.3SG`S|A	blow-I|II.PL=ACC	west_wind	house=ABL,"One evening, when the sun had set and darkness had settled, a big wind started to blow from the West.",indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	connective	intransitive S verb	connective	common noun	nominal enclitic	intransitive S verb	common noun	adj	nominal enclitic	intransitive S verb	verb	nominal enclitic	common noun	common noun	nominal enclitic,we-pn003-sowati2016,3,1,kit,		we-all		a-nom					a-nom				da-nom			de-acc			alle-abl,,ttongo	toto=e	yäbäd=da	angde	g-o-kälakäle-ne-än	a	särem=da	d-i-a-wi-ne-än	wel	ulle=da	g-o-kam-am-än	pädoe-nen=de	kämag	ma=alle,,"One evening, when the sun had set and darkness had settled, a big wind started to blow from the West.",a	evening		sun		when	set.rem.npfv.3sgS	and	darkness		settle.rem.ven.npfv.3sgS	wind	big		start.rem.3sgS	blow-pl		west.wind	house	,,0dc3d7c2-e9fa-4402-baec-4c5886ff14d0,		2		1					1	111			1	12			1		,,,indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	connective	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:(Aspect)-verb:TAM+Agent	connective	common noun	nominal enclitic	verb:TM + Patient-verb:Patient-verb:Patient-intransitive S verb-verb:(Aspect)-verb:TAM+Agent	common noun	adj	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:Any-verb:TAM+Agent	verb-verb:Plurpersonal	nominal enclitic	common noun	common noun	nominal enclitic,indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	connective	intransitive S verb	connective	common noun	nominal enclitic	intransitive S verb	common noun	adj	nominal enclitic	intransitive S verb	verb	nominal enclitic	common noun	common noun	nominal enclitic,3.1,"Ttongo toto we yäbäd a angde goklanän a särem a deyawinän, wel ulle da gongkamän pädoenen de kämag ma alle. ",
we-pn003-sowati2016-3-2,Ttängäm a säremang abal gogän.,ttängäm=a	särem=ang	abal	g-o-g-än,village=NOM	dark=ATR	very	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,The village became very dark.,common noun	nominal enclitic	adj	nominal enclitic	adj	auxiliary verb,we-pn003-sowati2016,3,2,kit,	a-nom				,,ttängäm=da	särem=ang	abal	g-o-g-än,,The village became very dark.,village		dark-atr		very	aux.rem.3sgS,,736f5263-7a39-4e34-b447-351219099505,	1				,,,common noun	nominal enclitic	mod	nominal enclitic	adverb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,common noun	nominal enclitic	adj	nominal enclitic	adj	auxiliary verb,3.2,Ttängäm a säremang abal gogän. ,
we-pn003-sowati2016-3-3,Auseda bo llɨg kälsre da ngänaeka de gongkamän.,ause=da=bo	llɨg	kälsre=da	ngänaeka=de	g-o-ngk-am-än,old_woman=CL.POSS.KIN=3SG.POSS	boy	small=NOM	cry=ACC	REM.INTR-RT.EXT.INTR-start-IV.NPL-REM|FUT.3SG`S|A,The old woman's little boy started to cry.,common noun	nominal enclitic	pronominal enclitic	common noun	adj	nominal enclitic	intransitive A verb	nominal enclitic	intransitive S verb,we-pn003-sowati2016,3,3,kit,		bo-3sg-poss			da-nom		de-acc	,,ause=da=bo	llɨg	kälsäre=da	ngänaeka=de	g-o-kam-am-än,,The old woman's little boy started to cry.,old.woman=cl.poss.kin			boy	small		cry		start.rem.3sgS,,56754323-fd40-4e5a-be93-819a3b083281,	2				1			12,,,kinship noun	nominal enclitic	pronominal enclitic	common noun	mod	nominal enclitic	verb	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:Any-verb:TAM+Agent,common noun	nominal enclitic	pronominal enclitic	common noun	adj	nominal enclitic	intransitive A verb	nominal enclitic	intransitive S verb,3.3,Auseda bo llɨg kälsre da ngänaeka de gongkamän. ,				+fr. var. of				
we-pn003-sowati2016-3-4,Ause da känyerkänyer däganän.,ause=da	känyerkänyer	d-ä-ga-n-än,old_woman=NOM	soothe	REM.TR-3NDU`P-AUX.NPRS-NPFV-REM|FUT.3SG`S|A,The old woman soothed him.,common noun	nominal enclitic	transitive A verb	auxiliary verb,we-pn003-sowati2016,3,4,kit,	da-nom		,,ause=da	känyerkänyer	d-ä-g-ne-än,,The old woman soothed him.,old woman		soothe	aux.rem.npfv.3sgA>3sgP,,28debfa1-70db-4ced-8d8d-8805298724a5,	1		1,,,kinship noun	nominal enclitic	transitive A verb	verb:TM + Patient-verb:Patient-verb-verb:(Aspect)-verb:TAM+Agent,common noun	nominal enclitic	transitive A verb	auxiliary verb,3.4,Ause da känyerkänyer däganän. ,
we-pn003-sowati2016-3-5,Ause da bogo daeya llɨg eka täp me gognän a ine ulle da bogo ade gongällbänmällnän a tater ingoll ngädnan ngädnan deyarnän.,ause=da	bogo	da=eya	llɨg	eka	täp=me	g-o-g-n-än	a	ine	ulle=da	bogo	ade	g-o-ngällb-än-mäll-n-än	a	tater=ingoll	ngäd-nanngäd-nan	d-ey-a-r-n-än,old_woman=NOM	3SG.NOM	MED.DEM=COP.PST.SG	boy	speak	interrupt=LOC	REM.INTR-RT.EXT.INTR-AUX.NPRS-NPFV-REM|FUT.3SG`S|A	and	water	big=NOM	3SG.NOM	also	REM.INTR-RT.EXT.INTR-come_up-II.NPL-DUR-DUR-REM|FUT.3SG`S|A	and	mat=like	roll-I|II.PLroll-I|II.PL	REM.TR-VEN-RT.EXT.TR-go-NPFV-REM|FUT.3SG`S|A,The old woman was interrupting the boy when a big wave rose up and came rolling in like a mat.,common noun	nominal enclitic	pronoun	copulative verb	verbal enclitic	common noun	verb	verb	nominal enclitic	auxiliary verb	connective	common noun	adj	nominal enclitic	pronoun	adverb	intransitive S verb	connective	common noun	nominal enclitic	adverb	intransitive S verb,we-pn003-sowati2016,3,5,kit,	da-nom							me-loc					da-nom						ingoll-like		,,ause=da	bogo	da=aeya	llɨg	eka	täp=me	g-o-g-ne-än	a	ine	ulle=da	bogo	ade	g-o-ngällbän-n-mäll-ne-än	a	tater=ingoll	ngädngäd-nenngädngäd-nen	d-i-a-ll-ne-än,,The old woman was interrupting the boy when a big wave rose up and came rolling in like a mat.,old woman		3.sg.nom	cop.pst.sgS		boy	speak	interrupt		aux.rem.npfv.3sgS	and	water	big		3.sg.nom	also	come_up.rem.dur.dur.3sgS	and	mat		roll-pl~roll-pl	go.rem.ven.npfv.3sgS,,df3774cf-1056-47db-b2f2-85a95d8004fa,	1		3				2						1			2		1			11,,,kinship noun	nominal enclitic	pers. pronoun	nom. dem	verbal enclitic	common noun	verb	verb	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:(Aspect)-verb:TAM+Agent	connective	common noun	adj	nominal enclitic	pers. pronoun	adverb	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:Any-verb:(Aspect)-verb:(Aspect)-verb:TAM+Agent	connective	common noun	nominal enclitic	verb-verb:Plurpersonalverb-verb:Plurpersonal	verb:TM + Patient-verb:Patient-verb:Patient-verb-verb:(Aspect)-verb:TAM+Agent,common noun	nominal enclitic	pronoun	copulative verb	verbal enclitic	common noun	verb	verb	nominal enclitic	auxiliary verb	connective	common noun	adj	nominal enclitic	pronoun	adverb	intransitive S verb	connective	common noun	nominal enclitic	adverb	intransitive S verb,3.5,Ause da bogo daeya llɨg eka täp me gognän a ine ulle da bogo ade gongällbänmällnän a tater ingoll ngädnan ngädnan deyarnän. ,				+fr. var. of																	
we-pn003-sowati2016-3-6,Oblle ddone abal mulldae gogän dinduma ngalen a adawatta däbe daeya bem ulle amne me kui daeya.,oblle	ddoneabal	mulldae	g-o-g-än	dindu=ma	ngalen=a	adawatta	däbe	da=eya	bem	ulle	amne=me	kui	da=eya,3SG.dat	NEGvery	able	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	run=ACT.NZ	way=NOM	because	that	MED.DEM=COP.PST.SG	sea	big	center=LOC	island	MED.DEM=COP.PST.SG,She didn't have any way to run because this island was in the center of the sea.,pronoun	adverb	adj	auxiliary verb	common noun	verbal enclitic	common noun	nominal enclitic	connective	nom. dem	copulative verb	verbal enclitic	common noun	adj	common noun	nominal enclitic	common noun	copulative verb	verbal enclitic,we-pn003-sowati2016,3,6,kit,							a-nom								me-loc			,,oblle	ddoneabal	mulldae	g-o-g-än	dindu=ma	ngalen=da	adawatta	däbe	da=aeya	bem	ulle	amne=me	kui	da=aeya,,She didn't have any way to run because this island was in the center of the sea.,3.sg.dat	not at all	able	aux.rem.3sgS	run=act.nz		way		because	that.nom	cop.pst.sgS		sea	big	center		island	cop.pst.sgS	,,c0cab6c0-963e-4d32-94f4-cfb9e2cab615,							1		1	3							3	,,,pers. pronoun	interjectionadverb	mod	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	intransitive S verb	verbal enclitic	common noun	nominal enclitic	connective	dem	nom. dem	verbal enclitic	common noun	adj	common noun	nominal enclitic	common noun	nom. dem	verbal enclitic,pronoun	adverb	adj	auxiliary verb	common noun	verbal enclitic	common noun	nominal enclitic	connective	nom. dem	copulative verb	verbal enclitic	common noun	adj	common noun	nominal enclitic	common noun	copulative verb	verbal enclitic,3.6,Oblle ddone abal mulldae gogän dinduma ngalen a adawatta däbe daeya bem ulle amne me kui daeya. ,											+fr. var. of							+fr. var. of
we-pn003-sowati2016-3-7,"Ine da angde kui de mänddmändd dängkamän, ause da llɨg kälsre de käg mamon att e däzanän a dainttemänggän.",ine=da	angde	kui=de	mänddmändd	d-ä-ngk-am-än	ause=da	llɨg	kälsre=de	käg	mamon=att=e	d-ä-zan-än	a	d-a-inttemängg-än,water=NOM	when	island=ACC	drown	REM.TR-3NDU`P-start-IV.NPL-REM|FUT.3SG`S|A	old_woman=NOM	boy	small=ACC	container	shape=ABL=ALL	REM.TR-3NDU`P-put_in-REM|FUT.3SG`S|A	and	REM.TR-RT.EXT.TR-leave_on_the_way-REM|FUT.3SG`S|A,"When the water began to drown the island, the old woman put the small boy in a shaped container and left him to float.",common noun	nominal enclitic	connective	common noun	nominal enclitic	verb	transitive S verb	common noun	nominal enclitic	common noun	adj	nominal enclitic	common noun	verb	nominal enclitic	nominal enclitic	transitive S verb	connective	transitive S verb,we-pn003-sowati2016,3,7,kit,	da-nom			de-acc				da-nom			de-acc			att-abl	e-all			,,ine=da	angde	kui=de	mänddmändd	d-ä-kam-am-än	ause=da	llɨg	kälsäre=de	käg	mamon=att=e	d-ä-zan-än	a	d-a-inttemängg-än,,"When the water began to drown the island, the old woman put the small boy in a shaped container and left him to float.",water		when	island		drown	start.rem.3sgA>3sgP	old woman		boy	small		container	shape			put.in.rem.3sgA>3sgP	and	leave.rem.3sgA>3sgP,,301b6d65-4b45-4def-bcc7-751720967e48,	1					112		1				2		1	2	1		1,,,common noun	nominal enclitic	connective	common noun	nominal enclitic	verb	verb:TM + Patient-verb:Patient-transitive S verb-verb:Any-verb:TAM+Agent	kinship noun	nominal enclitic	common noun	mod	nominal enclitic	common noun	verb	nominal enclitic	nominal enclitic	verb:TM + Patient-verb:Patient-transitive verb-verb:TAM+Agent	connective	verb:TM + Patient-verb:Patient-transitive S verb-verb:TAM+Agent,common noun	nominal enclitic	connective	common noun	nominal enclitic	verb	transitive S verb	common noun	nominal enclitic	common noun	adj	nominal enclitic	common noun	verb	nominal enclitic	nominal enclitic	transitive S verb	connective	transitive S verb,3.7,"Ine da angde kui de mänddmändd dängkamän, ause da llɨg kälsre de käg mamon att e däzanän a dainttemänggän. ",										+fr. var. of								
we-pn003-sowati2016-3-8,Ause da kollba we gopnaeyän a ine ik mi ikopmeny gogän.,ause=da	kollba=we	g-o-pnae-yän	a	ine	ik	-mi	ikop=meny	g-o-g-än,old_woman=NOM	fish=ALL	REM.INTR-RT.EXT.INTR-turn-REM|FUT.3SG`S|A	and	water	inside	-LOC	see=PRIV	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,The old woman turned into a fish and disappeared into the water.,common noun	nominal enclitic	common noun	nominal enclitic	intransitive S verb	connective	common noun	common noun	nominal enclitic	mod	nominal enclitic	auxiliary verb,we-pn003-sowati2016,3,8,kit,	da-nom		we-all								,,ause=da	kollba=e	g-o-pänae-än	a	ine	ik=me	ikop=meny	g-o-g-än,,The old woman turned into a fish and disappeared into the water.,old woman		fish		turn.rem.3sgS	and	water	inside	LOC	unseen		aux.rem.3sgS,,1cf003df-857f-4866-9ef7-94c6339738e2,	1		2	1							,,,kinship noun	nominal enclitic	common noun	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	connective	common noun	loc	-nominal enclitic	transitive A verb	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,common noun	nominal enclitic	common noun	nominal enclitic	intransitive S verb	connective	common noun	common noun	nominal enclitic	mod	nominal enclitic	auxiliary verb,3.8,Ause da kollba we gopnaeyän a ine ik mi ikopmeny gogän.,
we-pn003-sowati2016-4-1,Llɨg kälsre de ine da enanae dae dätramän do ddob llayaba pate dängttägän.,llɨg	kälsre=de	ine=da	enanae=dae	d-ä-tr-am-än	do	ddob	lla=yaba=pate	d-ä-ngttäg-än,boy	small=ACC	water=NOM	straight=PERL	REM.TR-3NDU`P-carry-IV.NPL-REM|FUT.3SG`S|A	there	some	person=3NSG.POSS=AN.ALL	REM.TR-3NDU`P-bring-REM|FUT.3SG`S|A,The water carried the small boy straight through and he arrived near some people.,common noun	adj	nominal enclitic	common noun	nominal enclitic	adverb	nominal enclitic	transitive S verb	dem	quantifier	common noun	pronominal enclitic	nominal enclitic	transitive S verb,we-pn003-sowati2016,4,1,kit,		de-acc		da-nom		dae-perl						pate-an-all	,,llɨg	kälsäre=de	ine=da	enanae=dae	d-ä-tram-am-än	do	ddob	lla=aba=pate	d-ä-ngänttäg-än,,The water carried the small boy straight through and he arrived near some people.,boy	small		water		straight		carry.rem.3sgA>3sgP	there	some	person=3.nsg.poss			bring.rem.3sgA>3sgP,,f599bfd8-6213-42d8-ba5b-bcd42a60f921,				1			12	1					1,,,common noun	mod	nominal enclitic	common noun	nominal enclitic	adverb	nominal enclitic	verb:TM + Patient-verb:Patient-verb-verb:Any-verb:TAM+Agent	adv. dem	quantifier	common noun	pronominal enclitic	nominal enclitic	verb:TM + Patient-verb:Patient-transitive S verb-verb:TAM+Agent,common noun	adj	nominal enclitic	common noun	nominal enclitic	adverb	nominal enclitic	transitive S verb	dem	quantifier	common noun	pronominal enclitic	nominal enclitic	transitive S verb,4.1,Llɨg kälsre de ine da enanae dae dätramän do ddob llayaba pate dängttägän. ,	+fr. var. of												
we-pn003-sowati2016-4-2,Ttongo llɨgmeny mik da oblle damändän a obo patme ulle gogän.,ttongo	llɨg=meny	mik=da	oblle	d-a-mänd-än	a	obo=patme	ulle	g-o-g-än,a	child=PRIV	widow=NOM	3SG.dat	REM.TR-RT.EXT.TR-raise-REM|FUT.3SG`S|A	and	3SG.POSS=AN.LOC	big	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,A childless widow raised him and under her he became big.,indefinite article	adj	nominal enclitic	common noun	nominal enclitic	pronoun	transitive S verb	connective	pronoun	nominal enclitic	adj	auxiliary verb,we-pn003-sowati2016,4,2,kit,				da-nom					patme-an-loc		,,ttongo	llɨg=meny	mik=da	oblle	d-a-mändmänd-än	a	obo=patme	ulle	g-o-g-än,,A childless widow raised him and under her he became big.,a	childless		widow		3.sg.dat	raise.rem.3sgA>sgP	and	3.sg.poss		big	aux.rem.3sgS,,eb66422d-c4bb-4552-a535-ee0932cb5ecd,				1		1					,,,indefinite article	kinship noun	nominal enclitic	common noun	nominal enclitic	pers. pronoun	verb:TM + Patient-verb:Patient-verb-verb:TAM+Agent	connective	pers. pronoun	nominal enclitic	adj	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,indefinite article	adj	nominal enclitic	common noun	nominal enclitic	pronoun	transitive S verb	connective	pronoun	nominal enclitic	adj	auxiliary verb,4.2,Ttongo llɨgmeny mik da oblle damändän a obo patme ulle gogän. ,
we-pn003-sowati2016-4-3,Ge llɨg a eraeya ddobae mängallang daeya ako ddobae melem ngasngesang daeya ada ai lla ulle a tupi daeya.,ge	llɨg=a	era=eya	ddobae	mängall=ang	da=eya	ako	ddobae	melem	ngas~nges=ang	da=eya	ada	ai	lla	ulle	a	tupi	da=eya,this	boy=NOM	which=COP.PST.SG	very	strength=ATR	MED.DEM=COP.PST.SG	also	very	work	INFdo=ATR	MED.DEM=COP.PST.SG	like_this	good	man	big	and	tall	MED.DEM=COP.PST.SG,"This boy was really very strong and a good worker. He was good, big, and tall.",nom. dem	common noun	nominal enclitic	copulative verb	verbal enclitic	adj	adj	nominal enclitic	copulative verb	verbal enclitic	adverb	adj	common noun	common noun	nominal enclitic	copulative verb	verbal enclitic	adverb	adj	common noun	adj	connective	adj	copulative verb	verbal enclitic,we-pn003-sowati2016,4,3,kit,		a-nom																						,,ge	llɨg=da	era=aeya	ddobae	mängall=ang	da=aeya	ako	ddobae	melem	RED~ngasnges=ang	da=aeya	ada	ai	lla	ulle	a	tupi	da=aeya,,"This boy was really very strong and a good worker. He was good, big, and tall.",this	boy		cop.where.pst.sgS		very	strength-atr		cop.pst.sgS		also	very	work	do-agt		cop.pst.sgS		like this	good	man	big	and	tall	cop.pst.sgS	,,a1358ab9-bb4b-4950-be3a-fd8c0ae57431,1		1				3		3					3		3			1				1	3	,,,dem	common noun	nominal enclitic	rel. pronoun	verbal enclitic	adverb	common noun	nominal enclitic	nom. dem	verbal enclitic	adverb	adverb	common noun	verb:Anytransitive S verb	nominal enclitic	nom. dem	verbal enclitic	adverb	mod	common noun	adj	connective	adj	nom. dem	verbal enclitic,nom. dem	common noun	nominal enclitic	copulative verb	verbal enclitic	adj	adj	nominal enclitic	copulative verb	verbal enclitic	adverb	adj	common noun	common noun	nominal enclitic	copulative verb	verbal enclitic	adverb	adj	common noun	adj	connective	adj	copulative verb	verbal enclitic,4.3,Ge llɨg a eraeya ddobae mängallang daeya ako ddobae melem ngasngesang daeya ada ai lla ulle a tupi daeya. ,				+fr. var. of					+fr. var. of				+***			+fr. var. of								+fr. var. of
we-pn003-sowati2016-4-4,Ge llɨg a dedme gunziwän obo mälla da tämamae apte ttang llɨpɨt.,ge	llɨg=a	ded=me	g-u-nzi-wän	obo	mälla=da	tämamae	apte	ttang	llɨpɨt,this	boy=NOM	there=LOC	REM.INTR-RT.EXT.INTR-settle-REM|FUT.3SG`S|A	3SG.POSS	wife=NOM	all	one_side	hand	finger,This boy immigrated there and his wives numbered five.,nom. dem	common noun	nominal enclitic	adv. dem	nominal enclitic	intransitive S verb	pronoun	common noun	nominal enclitic	quantifier	common noun	common noun	common noun,we-pn003-sowati2016,4,4,kit,		a-nom						da-nom				,,ge	llɨg=da	ded=me	g-o-zanzi-än	obo	mälla=da	tämamae	apte	ttang	lläpät,,This boy immigrated there and his wives numbered five.,this	boy		there=loc		settle.rem.3sgS	3.sg.poss	wife		all	one side	hand	finger,,b59b5d95-b73f-4d6c-a332-e51bc73d57d1,1		1						1				1,,,dem	common noun	nominal enclitic	adv. dem	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:TAM+Agent	pers. pronoun	kinship noun	nominal enclitic	quantifier	common noun	common noun	common noun,nom. dem	common noun	nominal enclitic	adv. dem	nominal enclitic	intransitive S verb	pronoun	common noun	nominal enclitic	quantifier	common noun	common noun	common noun,4.4,Ge llɨg a dedme gunziwän obo mälla da tämamae apte ttang llɨpɨt.,												+dial. var. of
we-pn006-dareda2016d-1-1,"Ttongo täräp me, ttongo lla da dagirnän.",ttongo	täräp=me	ttongo	lla=da	d-a-gir-n-än,a	time=LOC	a	man=NOM	REM.TR-RT.EXT.TR-stay-NPFV-REM.3SG`S,"Once upon a time, there lived a man.",indefinite article	common noun	nominal enclitic	indefinite article	common noun	nominal enclitic	intransitive S verb,we-pn006-dareda2016d,1,1,kit,		me-loc			da-nom	,,ttongo	täräp=me	ttongo	lla=da	d-a-giddoll-ne-än,,"Once upon a time, there lived a man.",a	time		a	man		stay.rem.npfv.3sgS,,61b8e0b5-da4e-48b0-8e0d-efa05e142c4d,	1				1	1,,,indefinite article	common noun	nominal enclitic	indefinite article	common noun	nominal enclitic	verb:TM + Patient-verb:Patient-intransitive S verb-verb:(Aspect)-verb:TAM+Agent,indefinite article	common noun	nominal enclitic	indefinite article	common noun	nominal enclitic	intransitive S verb,1.1,"Ttongo täräp me, ttongo lla da dagirnän. ",
we-pn006-dareda2016d-1-2,Obo bin a Bundae.,obo	bin=a	Bundae,3SG.POSS	name=NOM	male_personal_name,His name is Bundae.,pronoun	common noun	nominal enclitic	proper noun,we-pn006-dareda2016d,1,2,kit,		a-nom	,,obo	bin=da	Bundae,,His name is Bundae.,3.sg.poss	name		male personal name,,fe6da423-ed38-4865-a728-0d66a4b35ef9,		1	,,,pers. pronoun	common noun	nominal enclitic	proper noun,pronoun	common noun	nominal enclitic	proper noun,1.2,Obo bin a Bundae. ,
we-pn006-dareda2016d-1-3,Obo bun a ulle abal daeya.,obo	bun=a	ulle	abal	da=eya,3SG.POSS	head=NOM	big	very	MED.DEM=COP.PST.SG,His head was very big.,pronoun	common noun	nominal enclitic	adj	adj	copulative verb	verbal enclitic,we-pn006-dareda2016d,1,3,kit,		a-nom				,,obo	bun=da	ulle	abal	da=aeya,,His head was very big.,3.sg.poss	head		big	very	cop.pst.sgS	,,84701bee-1d2a-450b-b89a-972fa7728850,		1			3	,,,pers. pronoun	common noun	nominal enclitic	adj	adverb	nom. dem	verbal enclitic,pronoun	common noun	nominal enclitic	adj	adj	copulative verb	verbal enclitic,1.3,Obo bun a ulle abal daeya. ,						+fr. var. of
we-pn006-dareda2016d-1-4,Mälläng ik a ulleulle abal dagaeya.,mällängik=a	ulle~ulle	abal	da=gaeya,noseinside=NOM	NSGbig	very	MED.DEM=COP.PST.PL,His nostrils were very big.,	nominal enclitic	adj	adj	copulative verb	verbal enclitic,we-pn006-dareda2016d,1,4,kit,	a-nom				,,mällängik=da	RED~ulle	abal	da=gaeya,,His nostrils were very big.,nostril		big.nsg	very	cop.pst.plS	,,ac6c1b2c-efaa-4660-9237-d4aab0065c0a,	1	5		3	,,,common nounloc	nominal enclitic	adj:Anyadj	adverb	nom. dem	verbal enclitic,	nominal enclitic	adj	adj	copulative verb	verbal enclitic,1.4,Mälläng ik a ulleulle abal dagaeya. ,		+***			
we-pn006-dareda2016d-1-5,Lla zazer ma mälläll be pätt a kälsre.,lla	za~zer	ma	mälläll	be	pätt=a	kälsre,man	INFenter	house	size	but	body=NOM	small,"A man could fit inside, but his body was small.",common noun	intransitive S verb	common noun	common noun	connective	common noun	nominal enclitic	mod,we-pn006-dareda2016d,1,5,kit,						a-nom	,,lla	RED~zan	ma	mälläll	be	pätt=da	kälsäre,,"A man could fit inside, but his body was small.",man	enter	house	size	but	body		small,,7b8b4ba5-cc91-4ef3-b6fe-0d2c80b826e2,	3			1		1	,,,common noun	verb:Anyintransitive S verb	common noun	common noun	connective	common noun	nominal enclitic	mod,common noun	intransitive S verb	common noun	common noun	connective	common noun	nominal enclitic	mod,1.5,Lla zazer ma mälläll be pätt a kälsre.,	+***						+fr. var. of
we-pn006-dareda2016d-2-1,"Ttongo täräp me, llɨg kälekäle da gotbanegän pa koenmäll e.",ttongo	täräp=me	llɨg	kälekäle=da	g-o-tba-neg-än	pa	koenmäll=e,a	time=LOC	boy	small.PL=NOM	REM.INTR-RT.EXT.INTR-plan-3PL`S-REM|FUT.3SG`S|A	bird	chase=ALL,"One time, little boys planned to chase birds.",indefinite article	common noun	nominal enclitic	common noun	adj	nominal enclitic	intransitive S verb	common noun	transitive verb	nominal enclitic,we-pn006-dareda2016d,2,1,kit,		me-loc			da-nom				e-all,,ttongo	täräp=me	llɨg	kälekäle=da	g-o-täbatäbe-neg-än	pa	koenmäll=e,,"One time, little boys planned to chase birds.",a	time		boy	little.pl		plan.rem.3plS	bird	chase	,,7b396e9c-a4dc-499b-9e7a-bbbd2b4bfa50,	1				1				2,,,indefinite article	common noun	nominal enclitic	common noun	adj	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:Plurpersonal-verb:TAM+Agent	common noun	transitive verb	nominal enclitic,indefinite article	common noun	nominal enclitic	common noun	adj	nominal enclitic	intransitive S verb	common noun	transitive verb	nominal enclitic,2.1,"Ttongo täräp me, llɨg kälekäle da gotbanegän pa koenmäll e. ",
